epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
254,3118.46,0.63493,1.15066,0.56603,0.83401,0.74492,0.47139,0.577,0.39492,0.53506,0.48796,0.49898,0.33539,1.88136,4.32159,2.96074,1.8516,0.000554506,0.000554506,0.000554506
255,3132.77,0.62217,1.19638,0.58427,0.83775,0.64598,0.56165,0.59379,0.39885,0.55709,0.49524,0.50827,0.33767,1.89567,4.34759,3.08954,1.81634,0.000552307,0.000552307,0.000552307
256,3145.42,0.6401,1.17627,0.58456,0.84185,0.65042,0.5498,0.58472,0.40352,0.59088,0.45381,0.4827,0.33445,1.94492,4.52795,2.73904,1.90589,0.000550107,0.000550107,0.000550107
257,3156.43,0.66888,1.25648,0.61561,0.8534,0.57778,0.60116,0.58948,0.40495,0.51449,0.53506,0.50076,0.33876,1.87483,4.67936,2.72145,1.83648,0.000547908,0.000547908,0.000547908
258,3167.4,0.6544,1.18857,0.60118,0.85033,0.62731,0.59358,0.60287,0.39067,0.54154,0.51886,0.49382,0.3386,1.93313,4.41136,2.83587,1.87437,0.000545708,0.000545708,0.000545708
259,3178.68,0.66115,1.21689,0.59011,0.84563,0.62088,0.57826,0.58932,0.38356,0.55366,0.49872,0.49702,0.33274,1.97,4.45774,2.81498,1.91027,0.000543508,0.000543508,0.000543508
260,3190.14,0.6536,1.19042,0.58069,0.8524,0.63606,0.55664,0.57206,0.39793,0.57516,0.51494,0.51533,0.34463,1.88491,4.30931,2.86817,1.8495,0.000541309,0.000541309,0.000541309
261,3202.98,0.66752,1.22797,0.61416,0.85107,0.64988,0.57248,0.57797,0.39084,0.57669,0.49944,0.50689,0.34337,1.96062,4.03394,2.85537,1.89731,0.000539109,0.000539109,0.000539109
262,3214.01,0.66331,1.18562,0.60072,0.85203,0.71336,0.5596,0.60654,0.40314,0.60467,0.4881,0.50913,0.34699,1.92904,4.25185,2.78577,1.96078,0.00053691,0.00053691,0.00053691
263,3227.36,0.6054,1.12875,0.5435,0.83561,0.68465,0.56012,0.56764,0.39572,0.6469,0.47416,0.49382,0.342,1.92363,4.4588,2.83971,1.93016,0.00053471,0.00053471,0.00053471
264,3238.33,0.65144,1.19043,0.5841,0.84917,0.70193,0.50359,0.55577,0.38589,0.63884,0.45536,0.46102,0.32429,1.94291,4.38151,3.03096,1.93107,0.00053251,0.00053251,0.00053251
265,3249.24,0.64889,1.16043,0.5744,0.84604,0.69101,0.54934,0.56183,0.38424,0.58427,0.49615,0.47316,0.32069,1.91785,4.46105,2.91483,1.89594,0.000530311,0.000530311,0.000530311
266,3260.55,0.64632,1.16056,0.57346,0.84571,0.69277,0.52569,0.55255,0.38117,0.57146,0.46227,0.47458,0.32267,1.90217,4.29978,2.92979,1.83281,0.000528111,0.000528111,0.000528111
267,3272.76,0.62381,1.15835,0.5572,0.84252,0.66777,0.5099,0.56472,0.40256,0.63346,0.48827,0.51044,0.3486,1.85968,4.02718,2.83498,1.82518,0.000525912,0.000525912,0.000525912
268,3283.7,0.63581,1.15903,0.57967,0.84985,0.58047,0.57346,0.54677,0.37093,0.54552,0.53058,0.48955,0.32625,1.88296,4.14874,3.04347,1.82979,0.000523712,0.000523712,0.000523712
269,3294.72,0.6717,1.19298,0.6092,0.85153,0.65188,0.51151,0.53247,0.35875,0.58107,0.46883,0.46144,0.30876,1.90712,4.19379,3.00035,1.92531,0.000521513,0.000521513,0.000521513
270,3306.6,0.64358,1.15839,0.57586,0.83933,0.58584,0.54299,0.53786,0.36632,0.59351,0.50516,0.48356,0.3281,1.93804,4.24034,2.94326,1.93507,0.000519313,0.000519313,0.000519313
271,3319.02,0.62825,1.16892,0.57072,0.83106,0.57446,0.56451,0.57194,0.37517,0.51107,0.50644,0.49411,0.32801,1.9707,4.33742,2.94319,1.96275,0.000517113,0.000517113,0.000517113
272,3330.57,0.62936,1.16324,0.56477,0.83676,0.69944,0.52291,0.56318,0.36978,0.64561,0.48869,0.49136,0.3222,1.96229,4.21616,2.93293,1.95869,0.000514914,0.000514914,0.000514914
273,3341.58,0.63371,1.19203,0.60194,0.83637,0.68836,0.56199,0.57319,0.37158,0.59985,0.54034,0.49105,0.31562,1.90123,4.04945,2.88482,1.87191,0.000512714,0.000512714,0.000512714
274,3352.72,0.65175,1.16494,0.58465,0.84549,0.62421,0.56304,0.57009,0.38342,0.64675,0.49162,0.49571,0.31647,1.98278,4.26122,2.89618,2.00993,0.000510515,0.000510515,0.000510515
275,3363.59,0.6252,1.14837,0.56321,0.84135,0.69704,0.56203,0.60091,0.39527,0.58163,0.53658,0.50858,0.32779,1.8962,4.31388,2.96203,1.85012,0.000508315,0.000508315,0.000508315
276,3374.64,0.64588,1.19115,0.58311,0.85144,0.60081,0.56925,0.58614,0.39576,0.56925,0.526,0.51548,0.34696,1.94342,4.19629,2.98342,1.95031,0.000506115,0.000506115,0.000506115
277,3385.5,0.62465,1.16886,0.57758,0.84291,0.67891,0.559,0.5923,0.40393,0.63956,0.50068,0.51346,0.34261,1.97945,4.06719,2.82381,1.90346,0.000503916,0.000503916,0.000503916
278,3396.56,0.6262,1.16825,0.57515,0.83876,0.5746,0.591,0.58548,0.39928,0.5572,0.56257,0.52227,0.35774,1.91201,3.96761,2.98156,1.8258,0.000501716,0.000501716,0.000501716
279,3407.56,0.64801,1.16177,0.59783,0.8417,0.64924,0.56825,0.58619,0.38861,0.58114,0.51822,0.50858,0.32746,1.91042,4.2307,2.92667,1.87605,0.000499517,0.000499517,0.000499517
280,3418.79,0.65373,1.14695,0.59052,0.84198,0.72849,0.51584,0.56832,0.37943,0.68358,0.45148,0.48487,0.31588,1.95976,4.26624,2.92134,1.93779,0.000497317,0.000497317,0.000497317
281,3430.19,0.62873,1.14458,0.57833,0.8442,0.60449,0.57682,0.5814,0.37107,0.54783,0.50985,0.4782,0.3116,1.89925,4.28501,3.06888,1.86068,0.000495118,0.000495118,0.000495118
282,3442.5,0.65809,1.18382,0.59442,0.83979,0.69986,0.56151,0.611,0.39106,0.66194,0.51671,0.52488,0.33061,1.8883,4.40197,3.00344,1.84978,0.000492918,0.000492918,0.000492918
283,3453.48,0.63805,1.10522,0.58306,0.83625,0.70699,0.5421,0.61006,0.43496,0.6705,0.49637,0.53718,0.36549,1.86958,4.21841,2.78409,1.82991,0.000490718,0.000490718,0.000490718
284,3464.44,0.59977,1.09895,0.5424,0.81937,0.63504,0.6022,0.59606,0.40245,0.55983,0.58474,0.52839,0.34796,1.9424,4.33778,2.7876,1.94386,0.000488519,0.000488519,0.000488519
285,3475.39,0.64378,1.16629,0.58342,0.84272,0.70414,0.52825,0.57267,0.38691,0.68196,0.48938,0.51112,0.32985,1.98101,4.2916,2.87426,1.98363,0.000486319,0.000486319,0.000486319
286,3486.35,0.62015,1.14463,0.56146,0.83218,0.59498,0.57711,0.57253,0.39615,0.69171,0.47544,0.50794,0.34248,2.02793,4.55305,2.75254,1.99595,0.00048412,0.00048412,0.00048412
287,3497.38,0.63213,1.15598,0.55793,0.84217,0.63352,0.58943,0.60987,0.42102,0.5316,0.55065,0.53092,0.36009,1.92295,4.37971,2.91372,1.91868,0.00048192,0.00048192,0.00048192
288,3508.27,0.6008,1.10928,0.53845,0.82839,0.76035,0.53911,0.61772,0.41107,0.64207,0.4948,0.54227,0.35981,1.93207,4.36345,2.85331,1.91057,0.000479721,0.000479721,0.000479721
289,3519.14,0.59805,1.09637,0.53319,0.8237,0.63716,0.59361,0.60841,0.39594,0.56134,0.52756,0.51646,0.34339,1.91957,4.28995,2.78363,1.9468,0.000477521,0.000477521,0.000477521
290,3530.05,0.65891,1.18958,0.5807,0.8435,0.67183,0.587,0.61268,0.40292,0.59729,0.52503,0.52634,0.35573,1.92276,4.14282,2.81603,1.91947,0.000475321,0.000475321,0.000475321
291,3541.03,0.59807,1.13142,0.55063,0.83026,0.64928,0.58386,0.59923,0.39774,0.61606,0.52248,0.52661,0.35025,1.88126,4.36352,2.71316,1.86858,0.000473122,0.000473122,0.000473122
292,3552.45,0.62052,1.10889,0.55802,0.82962,0.72316,0.56542,0.58966,0.39543,0.65511,0.49379,0.50383,0.34321,1.85202,4.34867,2.93679,1.8597,0.000470922,0.000470922,0.000470922
293,3565.1,0.62477,1.1399,0.56052,0.84012,0.66908,0.58109,0.59116,0.40427,0.6208,0.52031,0.52576,0.35589,1.84043,4.23415,3.02218,1.8383,0.000468723,0.000468723,0.000468723
294,3576.2,0.61566,1.10868,0.55856,0.82242,0.60147,0.62594,0.60938,0.39001,0.63313,0.51191,0.52985,0.34511,1.89569,4.32811,2.93263,1.9033,0.000466523,0.000466523,0.000466523
295,3587.31,0.61904,1.1251,0.55142,0.82865,0.68767,0.60021,0.60585,0.39895,0.60678,0.5397,0.52202,0.34677,1.93227,4.297,2.98095,1.8727,0.000464323,0.000464323,0.000464323
296,3598.17,0.64115,1.14033,0.57237,0.84467,0.68374,0.56908,0.58456,0.39202,0.62057,0.54409,0.52593,0.34631,1.93771,4.2771,3.04902,1.88312,0.000462124,0.000462124,0.000462124
297,3608.99,0.62267,1.12888,0.56129,0.84471,0.67897,0.57494,0.59031,0.40126,0.62772,0.53043,0.51021,0.34942,1.91673,4.35318,3.01367,1.86264,0.000459924,0.000459924,0.000459924
298,3620.05,0.60044,1.1233,0.54937,0.82564,0.68135,0.54138,0.58514,0.39227,0.68446,0.48676,0.51864,0.34625,1.86681,4.37745,2.86494,1.80432,0.000457725,0.000457725,0.000457725
299,3631.1,0.60548,1.08747,0.5257,0.8264,0.66775,0.56761,0.60753,0.41133,0.61824,0.53326,0.5415,0.35904,1.84934,4.35495,2.96027,1.82638,0.000455525,0.000455525,0.000455525
300,3641.92,0.59728,1.05721,0.54746,0.81726,0.63509,0.59919,0.59509,0.40142,0.69166,0.49519,0.52134,0.33796,1.86101,4.50038,2.78084,1.85744,0.000453326,0.000453326,0.000453326
301,3652.69,0.60687,1.12474,0.5459,0.82857,0.68128,0.58848,0.61798,0.40897,0.61863,0.53099,0.53227,0.35388,1.82923,4.44332,2.74654,1.805,0.000451126,0.000451126,0.000451126
302,3663.68,0.60379,1.07775,0.54379,0.83224,0.62251,0.62585,0.61112,0.4192,0.66168,0.52284,0.54925,0.36337,1.79291,4.33659,2.85621,1.72979,0.000448926,0.000448926,0.000448926
303,3675.11,0.61505,1.16574,0.5577,0.83793,0.669,0.5896,0.62706,0.42533,0.62729,0.54023,0.5669,0.38115,1.82399,4.38464,2.87738,1.80763,0.000446727,0.000446727,0.000446727
304,3687.99,0.59757,1.12872,0.53822,0.82068,0.64663,0.58169,0.6155,0.42783,0.68578,0.532,0.57604,0.38872,1.83859,4.38115,2.82347,1.79194,0.000444527,0.000444527,0.000444527
305,3699.13,0.60134,1.11512,0.53861,0.83047,0.63046,0.56265,0.60475,0.40541,0.68715,0.49539,0.54424,0.35379,1.85828,4.34999,2.98155,1.76526,0.000442328,0.000442328,0.000442328
306,3710.1,0.60464,1.10693,0.54267,0.82557,0.63751,0.60116,0.60715,0.3985,0.62593,0.55639,0.54166,0.35438,1.8899,4.47455,2.91943,1.82007,0.000440128,0.000440128,0.000440128
307,3721.08,0.60835,1.10271,0.54422,0.82846,0.74173,0.53607,0.59266,0.40139,0.69967,0.48242,0.51344,0.34615,1.87398,4.55161,2.89779,1.84366,0.000437929,0.000437929,0.000437929
308,3732.13,0.60491,1.07747,0.53997,0.8322,0.71646,0.5452,0.58072,0.38996,0.56838,0.53818,0.50923,0.33709,1.94542,4.53381,3.06641,1.93289,0.000435729,0.000435729,0.000435729
309,3742.99,0.64248,1.1649,0.56456,0.8334,0.73015,0.54427,0.60833,0.40415,0.66518,0.49488,0.52509,0.34727,1.95615,4.54875,2.93689,1.91067,0.000433529,0.000433529,0.000433529
310,3753.74,0.61537,1.12808,0.57198,0.83685,0.62166,0.6069,0.61891,0.41835,0.5851,0.56706,0.55405,0.36766,1.92227,4.28343,2.85886,1.86213,0.00043133,0.00043133,0.00043133
311,3764.64,0.58676,1.07971,0.52399,0.82204,0.60423,0.59737,0.61599,0.42252,0.55737,0.55368,0.55561,0.37164,1.91586,4.11912,2.98546,1.80983,0.00042913,0.00042913,0.00042913
312,3775.62,0.61771,1.13143,0.56179,0.84098,0.61851,0.56967,0.59323,0.39702,0.62722,0.53932,0.53325,0.34781,1.89676,4.23972,3.11644,1.84103,0.000426931,0.000426931,0.000426931
313,3786.52,0.61832,1.12994,0.55362,0.83742,0.73306,0.51425,0.59815,0.42034,0.69776,0.47023,0.53445,0.36139,1.81728,4.12063,2.94893,1.80835,0.000424731,0.000424731,0.000424731
314,3797.9,0.59788,1.06833,0.54806,0.83369,0.65821,0.63189,0.62269,0.40408,0.60162,0.57855,0.54508,0.36261,1.90629,4.20716,2.74364,1.89351,0.000422531,0.000422531,0.000422531
315,3810.6,0.61972,1.14796,0.56171,0.82651,0.63986,0.61399,0.60777,0.40771,0.55894,0.55032,0.53296,0.35881,1.89398,4.209,2.86267,1.90695,0.000420332,0.000420332,0.000420332
316,3821.57,0.59387,1.09924,0.54633,0.82161,0.68105,0.54041,0.60598,0.4084,0.64703,0.49628,0.5486,0.34698,1.8979,4.28918,2.96124,1.86631,0.000418132,0.000418132,0.000418132
317,3832.81,0.60435,1.12896,0.54131,0.82664,0.6564,0.5635,0.59288,0.39862,0.58916,0.53016,0.53563,0.34398,1.83665,4.19341,2.92374,1.83367,0.000415933,0.000415933,0.000415933
318,3843.68,0.58631,1.01697,0.51163,0.82266,0.68658,0.55161,0.59547,0.41068,0.65633,0.52352,0.54477,0.35385,1.86666,4.16291,2.87376,1.84878,0.000413733,0.000413733,0.000413733
319,3854.74,0.5973,1.09957,0.51886,0.81982,0.6791,0.54711,0.59962,0.40015,0.57211,0.5,0.51828,0.34966,1.87128,4.29654,2.92828,1.83812,0.000411534,0.000411534,0.000411534
320,3865.65,0.59789,1.06885,0.52464,0.82086,0.68311,0.54631,0.603,0.39444,0.61122,0.48679,0.50834,0.34236,1.79293,4.53158,2.9853,1.78515,0.000409334,0.000409334,0.000409334
321,3876.52,0.58387,1.08577,0.51382,0.82254,0.70222,0.52338,0.58481,0.39215,0.63143,0.46802,0.50217,0.33477,1.82482,4.62091,3.02967,1.83569,0.000407134,0.000407134,0.000407134
322,3887.43,0.58474,1.0402,0.53483,0.82663,0.58884,0.59808,0.59054,0.40053,0.51757,0.53386,0.495,0.34475,1.88052,4.71523,2.98699,1.88028,0.000404935,0.000404935,0.000404935
323,3898.89,0.58102,1.06448,0.51822,0.81787,0.60827,0.58237,0.58987,0.40769,0.55634,0.53369,0.51976,0.36041,1.87346,4.58025,2.94065,1.87069,0.000402735,0.000402735,0.000402735
324,3911.68,0.58544,1.0575,0.49585,0.82265,0.67672,0.55419,0.59911,0.4172,0.62049,0.49731,0.52927,0.36336,1.83318,4.37935,2.9286,1.82796,0.000400536,0.000400536,0.000400536
325,3924.12,0.59994,1.05462,0.52981,0.82515,0.72518,0.58011,0.61929,0.42465,0.67953,0.52134,0.55292,0.37051,1.84472,4.52481,2.84145,1.86149,0.000398336,0.000398336,0.000398336
326,3936.09,0.57289,1.0474,0.50369,0.82085,0.62076,0.58198,0.59749,0.40741,0.61221,0.5233,0.53834,0.36135,1.89981,4.44197,2.95742,1.8769,0.000396136,0.000396136,0.000396136
327,3949.55,0.56637,1.03503,0.5164,0.82159,0.70925,0.55703,0.60639,0.40968,0.65359,0.5277,0.54203,0.35366,1.80627,4.28648,2.99147,1.76238,0.000393937,0.000393937,0.000393937
328,3960.7,0.5863,1.01487,0.51806,0.80984,0.74891,0.54862,0.61255,0.42125,0.60746,0.53244,0.55222,0.35544,1.80425,4.29463,2.85823,1.76723,0.000391737,0.000391737,0.000391737
329,3971.48,0.58387,1.04348,0.51744,0.82351,0.71889,0.55448,0.61697,0.42427,0.66989,0.50536,0.55247,0.36306,1.81851,4.35415,2.84362,1.76255,0.000389538,0.000389538,0.000389538
330,3982.33,0.59386,1.07514,0.51814,0.82265,0.67615,0.54438,0.61968,0.42858,0.60351,0.49727,0.53853,0.35843,1.83805,4.57122,2.92018,1.80207,0.000387338,0.000387338,0.000387338
331,3995.16,0.58214,1.04016,0.52104,0.82178,0.7009,0.56944,0.60535,0.42725,0.64006,0.51734,0.53778,0.36298,1.80527,4.39162,2.82197,1.81203,0.000385139,0.000385139,0.000385139
332,4006.02,0.5635,1.02219,0.50255,0.80445,0.67957,0.57047,0.60025,0.43475,0.67371,0.51004,0.55635,0.3727,1.80048,4.41485,2.83125,1.80758,0.000382939,0.000382939,0.000382939
333,4017.54,0.5867,1.04723,0.52032,0.81818,0.67645,0.55805,0.60965,0.43938,0.69462,0.51225,0.56121,0.37652,1.79269,4.37383,3.07792,1.7467,0.000380739,0.000380739,0.000380739
334,4030.09,0.56408,1.02316,0.49639,0.81912,0.68042,0.56389,0.61005,0.43174,0.62846,0.51389,0.53842,0.3581,1.83213,4.34278,2.96351,1.80001,0.00037854,0.00037854,0.00037854
335,4042.75,0.56548,1.03681,0.50243,0.81456,0.63995,0.58037,0.61274,0.43171,0.62184,0.54428,0.55525,0.36538,1.82429,4.16832,2.96722,1.79004,0.00037634,0.00037634,0.00037634
336,4055.62,0.56426,1.00678,0.48664,0.80987,0.59887,0.58861,0.60083,0.42031,0.61377,0.51321,0.54732,0.36493,1.8462,4.25173,2.91923,1.81397,0.000374141,0.000374141,0.000374141
337,4069.72,0.57189,1.02734,0.50533,0.80837,0.64374,0.57004,0.59367,0.41176,0.58876,0.52541,0.52345,0.34834,1.86566,4.4792,2.9882,1.8805,0.000371941,0.000371941,0.000371941
338,4080.78,0.5589,0.99057,0.49411,0.81295,0.63164,0.59515,0.59713,0.40856,0.61776,0.49486,0.51689,0.33866,1.91485,4.48612,3.05573,1.94184,0.000369742,0.000369742,0.000369742
339,4091.73,0.5979,1.13755,0.53046,0.82749,0.71036,0.55797,0.59238,0.41895,0.63339,0.50532,0.51744,0.34805,1.85353,4.45634,3.062,1.84599,0.000367542,0.000367542,0.000367542
340,4102.62,0.58491,1.0352,0.50477,0.82293,0.74416,0.52702,0.60048,0.42117,0.66359,0.46598,0.51961,0.34664,1.87266,4.63167,2.97291,1.81958,0.000365342,0.000365342,0.000365342
341,4113.43,0.5664,1.03752,0.50305,0.81005,0.62535,0.57287,0.59208,0.40892,0.57684,0.51204,0.51165,0.34817,1.84067,4.69782,2.982,1.78639,0.000363143,0.000363143,0.000363143
342,4124.53,0.57741,1.05791,0.51401,0.81537,0.69397,0.55666,0.58423,0.40641,0.60586,0.49755,0.50487,0.34458,1.83089,4.76999,2.94239,1.81538,0.000360943,0.000360943,0.000360943
343,4135.47,0.54936,1.01105,0.4862,0.81774,0.76691,0.55677,0.59605,0.40314,0.69979,0.51422,0.51925,0.33641,1.87348,4.66193,2.94858,1.87073,0.000358744,0.000358744,0.000358744
344,4146.47,0.56651,1.04666,0.50087,0.80763,0.71211,0.57673,0.59905,0.40635,0.75454,0.46453,0.51967,0.33888,1.9362,4.46801,2.8899,1.93472,0.000356544,0.000356544,0.000356544
345,4158.2,0.57619,1.05233,0.50473,0.82274,0.68139,0.57718,0.58973,0.40058,0.6151,0.51764,0.51231,0.33406,1.90103,4.39741,2.9598,1.91113,0.000354344,0.000354344,0.000354344
346,4170.32,0.54937,0.97888,0.49103,0.80799,0.75333,0.55983,0.58816,0.40114,0.67613,0.50164,0.50218,0.33802,1.93006,4.47652,2.95828,1.97628,0.000352145,0.000352145,0.000352145
347,4183.81,0.58857,1.09302,0.52028,0.83153,0.63607,0.62268,0.61224,0.4302,0.72381,0.48169,0.53346,0.36327,1.90329,4.46069,2.91318,1.89454,0.000349945,0.000349945,0.000349945
348,4199.36,0.5731,1.05274,0.50517,0.82037,0.7277,0.5712,0.60786,0.42074,0.72317,0.51835,0.53574,0.35748,1.90832,4.57704,2.95473,1.88693,0.000347746,0.000347746,0.000347746
349,4215.77,0.56805,1.02273,0.50108,0.80804,0.67155,0.58126,0.58207,0.4101,0.63609,0.55079,0.53287,0.35087,1.93818,4.64463,2.90866,1.90933,0.000345546,0.000345546,0.000345546
350,4227.45,0.56193,1.03341,0.50969,0.8172,0.66399,0.5674,0.57323,0.4007,0.62514,0.53289,0.51676,0.35035,1.90365,4.60284,3.02847,1.85988,0.000343347,0.000343347,0.000343347
351,4238.56,0.56529,1.03033,0.49469,0.80653,0.6434,0.56707,0.55346,0.38876,0.6158,0.54089,0.52031,0.34835,1.90639,4.61387,3.03973,1.90635,0.000341147,0.000341147,0.000341147
352,4249.24,0.56746,1.08075,0.51059,0.81913,0.70173,0.55491,0.60829,0.41638,0.71088,0.51199,0.54138,0.36503,1.85502,4.37449,2.87931,1.8927,0.000338947,0.000338947,0.000338947
353,4263.24,0.55912,0.99675,0.49439,0.81212,0.66978,0.57284,0.60066,0.40762,0.60808,0.54618,0.53414,0.35389,1.89222,4.42694,3.05212,1.8729,0.000336748,0.000336748,0.000336748
354,4274.93,0.56396,1.00178,0.499,0.8254,0.66217,0.55995,0.58706,0.39992,0.68503,0.51221,0.53477,0.34943,1.934,4.54975,3.0594,1.91456,0.000334548,0.000334548,0.000334548
355,4288.72,0.54546,1.04547,0.49763,0.80317,0.6679,0.54394,0.57362,0.39924,0.62593,0.50509,0.52622,0.35033,1.93714,4.70949,3.08835,1.9273,0.000332349,0.000332349,0.000332349
356,4300.48,0.5676,1.0094,0.49936,0.81277,0.68288,0.54333,0.58722,0.40676,0.63497,0.51507,0.53098,0.35766,1.92873,4.58202,3.09564,1.94839,0.000330149,0.000330149,0.000330149
357,4311.3,0.5778,1.03984,0.50496,0.81402,0.71588,0.55511,0.60062,0.40276,0.62619,0.49664,0.51696,0.34558,1.90572,4.61007,3.06207,1.94521,0.00032795,0.00032795,0.00032795
358,4322.15,0.56467,1.05701,0.50431,0.81216,0.69489,0.56073,0.58246,0.40451,0.62726,0.50342,0.50755,0.34748,1.92142,4.49685,2.99423,1.93971,0.00032575,0.00032575,0.00032575
359,4332.81,0.53921,1.01741,0.49419,0.80272,0.67285,0.5712,0.58724,0.40011,0.59932,0.51662,0.51331,0.34643,1.93879,4.45232,3.07117,1.93174,0.00032355,0.00032355,0.00032355
360,4343.56,0.54132,1.00945,0.47743,0.80723,0.65254,0.59239,0.59011,0.39215,0.59072,0.53559,0.51221,0.34076,1.97112,4.42983,3.04271,1.96754,0.000321351,0.000321351,0.000321351
361,4354.47,0.55143,0.99579,0.4693,0.81101,0.75305,0.56637,0.59749,0.39667,0.70303,0.51343,0.52351,0.33984,1.96382,4.46153,2.94985,1.97732,0.000319151,0.000319151,0.000319151
362,4365.36,0.56301,0.9958,0.49965,0.80993,0.76941,0.56566,0.59172,0.39014,0.74095,0.48774,0.51882,0.33371,1.97004,4.56916,3.08066,2.00565,0.000316952,0.000316952,0.000316952
363,4376.23,0.5493,1.01222,0.48698,0.80548,0.71344,0.55499,0.57458,0.37612,0.6593,0.51008,0.50696,0.325,1.95815,4.6271,3.12514,1.9501,0.000314752,0.000314752,0.000314752
364,4387.15,0.55917,0.98487,0.48656,0.80591,0.74097,0.50202,0.55038,0.36906,0.68711,0.47094,0.49797,0.31886,1.97523,4.6419,3.31837,1.93737,0.000312552,0.000312552,0.000312552
365,4398.85,0.56381,1.01958,0.49012,0.8229,0.71653,0.53543,0.58738,0.39143,0.66726,0.4859,0.51234,0.33402,1.95252,4.61573,3.19204,1.91706,0.000310353,0.000310353,0.000310353
366,4411.73,0.56028,1.03422,0.49154,0.81071,0.66032,0.57068,0.58452,0.40235,0.61469,0.50051,0.51086,0.34655,1.88712,4.66738,3.239,1.87254,0.000308153,0.000308153,0.000308153
367,4423.52,0.55127,1.03829,0.48724,0.80873,0.68539,0.55665,0.59444,0.41224,0.6776,0.50867,0.54029,0.35376,1.85,4.57235,3.15023,1.82063,0.000305954,0.000305954,0.000305954
368,4434.52,0.52248,0.97444,0.46804,0.80004,0.66723,0.57942,0.58877,0.40804,0.66429,0.50599,0.53248,0.35374,1.86971,4.52301,3.14788,1.80759,0.000303754,0.000303754,0.000303754
369,4446.37,0.57167,1.01109,0.49003,0.81557,0.72825,0.55547,0.59456,0.39754,0.5757,0.5422,0.51456,0.3352,1.90428,4.6312,3.02212,1.87834,0.000301555,0.000301555,0.000301555
370,4457.21,0.53371,0.97523,0.48418,0.80188,0.70727,0.56304,0.59152,0.40553,0.65327,0.51304,0.52347,0.34745,1.92487,4.5143,3.09437,1.89667,0.000299355,0.000299355,0.000299355
371,4468.3,0.54858,0.992,0.48291,0.80819,0.67535,0.54177,0.57604,0.39598,0.63972,0.49536,0.51383,0.33979,1.92132,4.41185,3.11932,1.89413,0.000297155,0.000297155,0.000297155
372,4479.08,0.55272,0.99412,0.50095,0.80775,0.64002,0.53298,0.5706,0.39487,0.61165,0.49559,0.51554,0.34421,1.94832,4.4209,3.20633,1.89481,0.000294956,0.000294956,0.000294956
373,4489.83,0.56204,0.98895,0.48779,0.80161,0.71013,0.51638,0.56513,0.39564,0.67845,0.47802,0.5087,0.34387,1.91695,4.41051,3.25942,1.84832,0.000292756,0.000292756,0.000292756
374,4500.69,0.54171,0.99737,0.47552,0.81235,0.65744,0.54087,0.57587,0.39891,0.64485,0.49267,0.52637,0.35299,1.93858,4.46075,3.20638,1.87836,0.000290557,0.000290557,0.000290557
375,4511.68,0.56447,1.04492,0.4991,0.81407,0.69512,0.52183,0.5666,0.39746,0.65448,0.47223,0.51442,0.34871,1.89484,4.46225,3.244,1.83491,0.000288357,0.000288357,0.000288357
376,4523.31,0.54254,0.98426,0.47362,0.80693,0.68026,0.5512,0.55797,0.3889,0.61121,0.4882,0.49496,0.33637,1.87891,4.49942,3.19595,1.84521,0.000286157,0.000286157,0.000286157
377,4535.89,0.55339,0.98903,0.48575,0.81359,0.68818,0.54716,0.58352,0.41115,0.6253,0.49512,0.51126,0.34686,1.91326,4.43612,3.01822,1.9088,0.000283958,0.000283958,0.000283958
378,4546.99,0.55622,1.02099,0.4897,0.80103,0.676,0.58328,0.58953,0.403,0.61308,0.52653,0.5193,0.34373,1.91434,4.5061,2.96634,1.91638,0.000281758,0.000281758,0.000281758
379,4558.35,0.52475,0.95729,0.47281,0.80107,0.72472,0.56243,0.57863,0.39095,0.65122,0.50051,0.5141,0.33527,1.85851,4.38633,3.06054,1.8147,0.000279559,0.000279559,0.000279559
380,4569.06,0.52699,0.95085,0.46583,0.80733,0.70885,0.55431,0.58168,0.39081,0.652,0.50207,0.51182,0.33405,1.88959,4.44653,3.05132,1.83251,0.000277359,0.000277359,0.000277359
381,4579.89,0.55886,1.00786,0.49131,0.80191,0.69301,0.55965,0.59222,0.39285,0.6288,0.49811,0.49168,0.33028,1.93685,4.59071,3.04624,1.92158,0.00027516,0.00027516,0.00027516
382,4590.69,0.54495,0.98248,0.46733,0.80726,0.66692,0.54063,0.58787,0.39872,0.60344,0.48143,0.49255,0.33086,1.90753,4.4864,3.06506,1.90009,0.00027296,0.00027296,0.00027296
383,4601.73,0.52513,0.9808,0.47262,0.80437,0.65025,0.54155,0.56098,0.37478,0.60981,0.49366,0.47952,0.32043,1.8337,4.53012,3.13556,1.82432,0.00027076,0.00027076,0.00027076
384,4612.4,0.54771,1.01423,0.48346,0.80471,0.70176,0.55856,0.58614,0.38363,0.63846,0.49441,0.48486,0.32325,1.86773,4.57633,3.15845,1.84907,0.000268561,0.000268561,0.000268561
